322	0.104339164+2.076393607e-006i	0.1031834094+7.990251386e-006i	0.1012141255+1.745364536e-005i	0.09837830535+3.229370045e-005i	0.09464181541+6.821154571e-005i	0
320	0.1043347905+2.111813207e-006i	0.1031655681+8.124574426e-006i	0.1011728241+1.775380965e-005i	0.09830254477+3.29412085e-005i	0.09452222757+7.078255532e-005i	0
318	0.1043303411+2.148042134e-006i	0.1031474124+8.261942936e-006i	0.1011307818+1.806127162e-005i	0.09822541408+3.360990091e-005i	0.09440073339+7.357069661e-005i	0
316	0.1043258139+2.18510364e-006i	0.1031289346+8.402444895e-006i	0.1010879805+1.837627283e-005i	0.09814688067+3.430085849e-005i	0.09427732634+7.660790027e-005i	0
314	0.1043212071+2.223021784e-006i	0.1031101271+8.546171398e-006i	0.1010444019+1.869906538e-005i	0.0980669111+3.501524096e-005i	0.09415200682+7.993288376e-005i	0
312	0.1043165189+2.26182146e-006i	0.103090982+8.693216794e-006i	0.1010000268+1.902991248e-005i	0.09798547095+3.575429467e-005i	0.09402478407+8.359304235e-005i	0
310	0.1043117473+2.301528435e-006i	0.103071491+8.843678819e-006i	0.1009548356+1.936908911e-005i	0.09790252489+3.651936127e-005i	0.09389567871+8.764699073e-005i	0
308	0.1043068903+2.342169385e-006i	0.1030516457+8.997658756e-006i	0.1009088081+1.971688273e-005i	0.09781803663+3.73118875e-005i	0.0937647259+9.216802048e-005i	0
306	0.1043019459+2.383771932e-006i	0.1030314375+9.155261585e-006i	0.1008619234+2.007359395e-005i	0.09773196888+3.813343617e-005i	0.09363197977+9.724886165e-005i	0
304	0.1042969119+2.426364684e-006i	0.1030108574+9.316596144e-006i	0.10081416+2.043953736e-005i	0.09764428338+3.898569864e-005i	0.09349751916+0.0001030083217i	0
302	0.1042917863+2.469977275e-006i	0.1029898961+9.48177531e-006i	0.1007654957+2.081504239e-005i	0.09755494082+3.987050898e-005i	0.09336145555+0.000109600655i	0
300	0.1042865666+2.514640413e-006i	0.102968544+9.650916171e-006i	0.1007159075+2.120045416e-005i	0.09746390089+4.078986012e-005i	0.09322394405+0.000117228931i	0
298	0.1042812507+2.560385918e-006i	0.1029467915+9.824140226e-006i	0.1006653719+2.159613451e-005i	0.09737112221+4.174592222e-005i	0.09308519864+0.0001261642779i	0
296	0.104275836+2.607246778e-006i	0.1029246282+1.000157358e-005i	0.1006138645+2.200246302e-005i	0.09727656238+4.274106382e-005i	0.09294551392+0.0001367737015i	0
294	0.1042703203+2.655257193e-006i	0.1029020438+1.018334716e-005i	0.10056136+2.241983816e-005i	0.09718017793+4.377787614e-005i	0.09280529616+0.0001495601381i	0
292	0.1042647008+2.704452631e-006i	0.1028790274+1.036959694e-005i	0.1005078324+2.284867852e-005i	0.09708192433+4.485920115e-005i	0.09266510803+0.0001652189439i	0
290	0.104258975+2.754869881e-006i	0.1028555678+1.056046416e-005i	0.100453255+2.328942411e-005i	0.09698175603+4.598816408e-005i	0.09252573281+0.0001847132665i	0
288	0.1042531402+2.806547114e-006i	0.1028316536+1.075609563e-005i	0.1003976+2.374253779e-005i	0.09687962643+4.716821137e-005i	0	0
286	0.1042471936+2.859523941e-006i	0.1028072728+1.09566439e-005i	0.1003408387+2.420850686e-005i	0.09677548793+4.840315492e-005i	0	0
284	0.1042411324+2.913841478e-006i	0.1027824131+1.116226764e-005i	0.1002829416+2.46878447e-005i	0.09666929196+4.969722424e-005i	0	0
282	0.1042349534+2.969542413e-006i	0.1027570618+1.137313186e-005i	0.100223878+2.518109262e-005i	0.09656098904+5.105512788e-005i	0	0
280	0.1042286537+3.02667108e-006i	0.1027312058+1.158940826e-005i	0.1001636165+2.568882185e-005i	0.09645052882+5.248212647e-005i	0	0
278	0.1042222301+3.085273526e-006i	0.1027048315+1.181127556e-005i	0.1001021242+2.621163568e-005i	0.0963378602+5.398411982e-005i	0	0
276	0.1042156793+3.1453976e-006i	0.1026779248+1.203891982e-005i	0.1000393675+2.675017186e-005i	0.09622293144+5.556775162e-005i	0	0
274	0.1042089979+3.207093024e-006i	0.1026504713+1.227253484e-005i	0.09997531141+2.730510513e-005i	0.09610569028+5.724053585e-005i	0	0
272	0.1042021824+3.270411489e-006i	0.1026224558+1.251232254e-005i	0.0999099198+2.787715012e-005i	0.09598608416+5.901101065e-005i	0	0
270	0.1041952292+3.33540674e-006i	0.1025938628+1.27584934e-005i	0.09984315533+2.846706435e-005i	0.09586406043+6.088892689e-005i	0	0
268	0.1041881345+3.402134678e-006i	0.1025646762+1.301126686e-005i	0.09977497932+2.90756517e-005i	0.09573956665+6.2885481e-005i	0	0
266	0.1041808945+3.470653457e-006i	0.1025348794+1.327087182e-005i	0.09970535178+2.970376609e-005i	0.09561255098+6.501360502e-005i	0	0
264	0.1041735051+3.541023594e-006i	0.1025044551+1.353754715e-005i	0.09963423132+3.035231563e-005i	0.09548296265+6.728833101e-005i	0	0
262	0.1041659622+3.613308081e-006i	0.1024733854+1.381154218e-005i	0.09956157509+3.102226714e-005i	0.09535075253+6.972725348e-005i	0	0
260	0.1041582615+3.687572502e-006i	0.1024416518+1.409311734e-005i	0.09948733872+3.171465115e-005i	0.0952158739+7.235112228e-005i	0	0
258	0.1041503986+3.763885164e-006i	0.102409235+1.438254468e-005i	0.09941147631+3.243056746e-005i	0.09507828344+7.518461139e-005i	0	0
256	0.1041423688+3.842317226e-006i	0.1023761153+1.468010857e-005i	0.09933394028+3.317119132e-005i	0.09493794241+7.825732838e-005i	0	0
254	0.1041341674+3.922942841e-006i	0.102342272+1.498610637e-005i	0.09925468139+3.393778024e-005i	0.09479481831+8.160515725e-005i	0	0
252	0.1041257895+4.005839303e-006i	0.1023076836+1.530084918e-005i	0.09917364864+3.473168167e-005i	0.09464888689+8.527207137e-005i	0	0
250	0.1041172298+4.091087206e-006i	0.102272328+1.562466258e-005i	0.09909078919+3.555434151e-005i	0.09450013495+8.931261996e-005i	0	0
248	0.1041084832+4.17877061e-006i	0.1022361821+1.595788753e-005i	0.09900604831+3.640731364e-005i	0.09434856399+9.379539767e-005i	0	0
246	0.104099544+4.268977214e-006i	0.102199222+1.630088123e-005i	0.0989193693+3.72922707e-005i	0.09419419512+9.880797824e-005i	0	0
244	0.1040904066+4.361798546e-006i	0.1021614229+1.665401809e-005i	0.09883069341+3.821101609e-005i	0.09403707591+0.0001044640746i	0	0
242	0.104081065+4.457330156e-006i	0.102122759+1.701769077e-005i	0.09873995979+3.916549763e-005i	0.09387728996+0.0001109141631i	0	0
240	0.1040715132+4.555671828e-006i	0.1020832036+1.739231126e-005i	0.09864710538+4.015782295e-005i	0.09371497048+0.0001183616246i	0	0
238	0.1040617446+4.656927802e-006i	0.1020427287+1.777831213e-005i	0.09855206487+4.119027698e-005i	0.09355032041+0.0001270878862i	0	0
236	0.1040517527+4.761207005e-006i	0.1020013054+1.817614773e-005i	0.09845477057+4.226534187e-005i	0.09338364246+0.0001374925834i	0	0
234	0.1040415307+4.868623303e-006i	0.1019589037+1.858629565e-005i	0.09835515241+4.338571972e-005i	0.09321538568+0.0001501592488i	0	0
232	0.1040310712+4.979295764e-006i	0.1019154922+1.900925812e-005i	0.09825313779+4.455435867e-005i	0.09304621935+0.0001659646915i	0	0
230	0.1040203669+5.093348941e-006i	0.1018710385+1.94455637e-005i	0.09814865154+4.577448287e-005i	0.09287715333+0.0001862615901i	0	0
228	0.1040094102+5.210913169e-006i	0.1018255085+1.989576892e-005i	0.09804161586+4.704962711e-005i	0.0927097365+0.0002131723104i	0	0
226	0.1039981928+5.332124883e-006i	0.101778867+2.036046021e-005i	0.09793195025+4.838367699e-005i	0.09254637809+0.0002499948106i	0	0
224	0.1039867064+5.457126953e-006i	0.1017310772+2.08402559e-005i	0.09781957142+4.978091562e-005i	0	0	0
222	0.1039749424+5.586069048e-006i	0.1016821009+2.133580841e-005i	0.09770439328+5.124607831e-005i	0	0	0
220	0.1039628917+5.719108015e-006i	0.1016318982+2.184780661e-005i	0.0975863269+5.278441682e-005i	0	0	0
218	0.1039505448+5.856408287e-006i	0.1015804275+2.237697844e-005i	0.09746528048+5.440177518e-005i	0	0	0
216	0.103937892+5.998142319e-006i	0.1015276454+2.292409366e-005i	0.09734115936+5.610467982e-005i	0	0	0
214	0.1039249228+6.14449105e-006i	0.1014735066+2.348996696e-005i	0.09721386603+5.790044713e-005i	0	0	0
212	0.1039116268+6.295644398e-006i	0.101417964+2.407546124e-005i	0.09708330024+5.979731273e-005i	0	0	0
210	0.1038979927+6.451801788e-006i	0.1013609682+2.468149129e-005i	0.09694935906+6.180458784e-005i	0	0	0
208	0.1038840089+6.613172716e-006i	0.1013024678+2.530902772e-005i	0.09681193709+6.393284964e-005i	0	0	0
206	0.1038696632+6.77997735e-006i	0.101242409+2.595910136e-005i	0.0966709267+6.619417508e-005i	0	0	0
204	0.1038549432+6.952447182e-006i	0.1011807357+2.663280802e-005i	0.09652621832+6.860242999e-005i	0	0	0
202	0.1038398354+7.130825709e-006i	0.1011173891+2.733131371e-005i	0.09637770098+7.117363003e-005i	0	0	0
200	0.1038243261+7.31536918e-006i	0.1010523078+2.805586047e-005i	0.09622526287+7.392639572e-005i	0	0	0
198	0.1038084009+7.506347386e-006i	0.1009854274+2.88077727e-005i	0.09606879221+7.688253173e-005i	0	0	0
196	0.1037920446+7.704044512e-006i	0.1009166809+2.95884642e-005i	0.09590817829+8.006777322e-005i	0	0	0
194	0.1037752415+7.908760046e-006i	0.1008459978+3.039944599e-005i	0.09574331299+8.35127593e-005i	0	0	0
192	0.103757975+8.120809763e-006i	0.1007733043+3.124233488e-005i	0.09557409265+8.725432032e-005i	0	0	0
190	0.1037402278+8.340526775e-006i	0.1006985233+3.211886313e-005i	0.09540042065+9.133720627e-005i	0	0	0
188	0.1037219819+8.56826267e-006i	0.1006215737+3.303088909e-005i	0.09522221086+9.58164473e-005i	0	0	0
186	0.1037032182+8.804388724e-006i	0.1005423707+3.398040913e-005i	0.09503939227+0.0001007606386i	0	0	0
184	0.1036839168+9.049297222e-006i	0.1004608254+3.4969571e-005i	0.09485191532+0.0001062566103i	0	0	0
182	0.1036640568+9.303402869e-006i	0.1003768442+3.600068874e-005i	0.09465976071+0.000112416226i	0	0	0
180	0.1036436163+9.567144325e-006i	0.1002903293+3.707625955e-005i	0.09446295188+0.0001193865538i	0	0	0
178	0.1036225724+9.840985845e-006i	0.1002011776+3.819898268e-005i	0.09426157287+0.0001273655585i	0	0	0
176	0.1036009007+1.012541908e-005i	0.1001092812+3.937178092e-005i	0.09405579493+0.0001366271778i	0	0	0
174	0.1035785761+1.042096498e-005i	0.1000145265+4.059782481e-005i	0.09384591712+0.0001475630316i	0	0	0
172	0.1035555716+1.072817593e-005i	0.09991679412+4.188056031e-005i	0.09363243078+0.0001607549918i	0	0	0
170	0.1035318594+1.104763795e-005i	0.09981595872+4.322374027e-005i	0.09341612662+0.0001771078336i	0	0	0
168	0.1035074097+1.137997321e-005i	0.09971188841+4.463146052e-005i	0.09319828198+0.0001981041831i	0	0	0
166	0.1034821914+1.172584266e-005i	0.09960444449+4.610820124e-005i	0.09298100689+0.0002263142758i	0	0	0
164	0.1034561718+1.208594896e-005i	0.09949348104+4.765887476e-005i	0.0927679134+0.0002664067934i	0	0	0
162	0.1034293162+1.246103961e-005i	0.09937884459+4.928888081e-005i	0.09256539978+0.0003267739256i	0	0	0
160	0.1034015881+1.285191039e-005i	0.09926037362+5.100417076e-005i	0	0	0	0
158	0.103372949+1.325940912e-005i	0.09913789817+5.28113227e-005i	0	0	0	0
156	0.1033433583+1.368443973e-005i	0.09901123943+5.471762938e-005i	0	0	0	0
154	0.1033127728+1.412796676e-005i	0.09888020924+5.673120197e-005i	0	0	0	0
152	0.1032811471+1.459102023e-005i	0.09874460969+5.886109304e-005i	0	0	0	0
150	0.103248433+1.5074701e-005i	0.09860423267+6.111744308e-005i	0	0	0	0
148	0.1032145796+1.558018665e-005i	0.09845885947+6.351165623e-005i	0	0	0	0
146	0.1031795328+1.610873796e-005i	0.09830826035+6.605661236e-005i	0	0	0	0
144	0.1031432353+1.666170599e-005i	0.0981521943+6.876692481e-005i	0	0	0	0
142	0.1031056263+1.724053991e-005i	0.09799040874+7.165925601e-005i	0	0	0	0
140	0.1030666412+1.784679564e-005i	0.09782263942+7.4752707e-005i	0	0	0	0
138	0.1030262114+1.848214541e-005i	0.0976486105+7.80693026e-005i	0	0	0	0
136	0.1029842638+1.914838824e-005i	0.09746803484+8.163460121e-005i	0	0	0	0
134	0.1029407207+1.984746176e-005i	0.09728061466+8.54784695e-005i	0	0	0	0
132	0.1028954993+2.058145507e-005i	0.09708604268+8.963607768e-005i	0	0	0	0
130	0.1028485112+2.135262329e-005i	0.09688400389+9.414919423e-005i	0	0	0	0
128	0.1027996623+2.21634036e-005i	0.09667417826+9.906789364e-005i	0	0	0	0
126	0.1027488518+2.301643323e-005i	0.09645624472+0.0001044528436i	0	0	0	0
124	0.1026959721+2.391456958e-005i	0.09622988698+0.0001103784209i	0	0	0	0
122	0.1026409081+2.486091272e-005i	0.09599480182+0.0001169370395i	0	0	0	0
120	0.1025835363+2.585883073e-005i	0.09575071123+0.0001242452926i	0	0	0	0
118	0.1025237245+2.691198819e-005i	0.09549737982+0.0001324528899i	0	0	0	0
116	0.1024613307+2.802437834e-005i	0.09523464048+0.0001417560386i	0	0	0	0
114	0.1023962023+2.920035948e-005i	0.0949624325+0.0001524181532i	0	0	0	0
112	0.1023281755+3.044469619e-005i	0.09468085946+0.0001648031896i	0	0	0	0
110	0.1022570735+3.176260632e-005i	0.09439027988+0.0001794318598i	0	0	0	0
108	0.102182706+3.315981444e-005i	0.09409145422+0.0001970819203i	0	0	0	0
106	0.1021048676+3.464261308e-005i	0.09378579575+0.0002189797625i	0	0	0	0
104	0.1020233365+3.621793295e-005i	0.09347582667+0.0002471978565i	0	0	0	0
102	0.1019378726+3.789342377e-005i	0.09316608006+0.000285558769i	0	0	0	0
100	0.1018482162+3.967754763e-005i	0.09286506171+0.0003418297904i	0	0	0	0
98	0.1017540855+4.157968718e-005i	0.09258971111+0.0004320879715i	0	0	0	0
96	0.1016551747+4.361027164e-005i	0	0	0	0	0
94	0.1015511515+4.578092382e-005i	0	0	0	0	0
92	0.1014416542+4.810463281e-005i	0	0	0	0	0
90	0.1013262886+5.059595741e-005i	0	0	0	0	0
88	0.1012046248+5.327126706e-005i	0	0	0	0	0
86	0.1010761932+5.614902862e-005i	0	0	0	0	0
84	0.1009404799+5.92501496e-005i	0	0	0	0	0
82	0.1007969225+6.259839135e-005i	0	0	0	0	0
80	0.100644904+6.622086942e-005i	0	0	0	0	0
78	0.1004837476+7.014866379e-005i	0	0	0	0	0
76	0.1003127096+7.441756805e-005i	0	0	0	0	0
74	0.1001309726+7.906901671e-005i	0	0	0	0	0
72	0.09993763701+8.41512421e-005i	0	0	0	0	0
70	0.09973171355+8.972073108e-005i	0	0	0	0	0
68	0.09951211376+9.584407716e-005i	0	0	0	0	0
66	0.09927764143+0.0001026003606i	0	0	0	0	0
64	0.09902698412+0.0001100842432i	0	0	0	0	0
62	0.09875870617+0.0001184100442i	0	0	0	0	0
60	0.0984712446+0.000127717187i	0	0	0	0	0
58	0.0981629106+0.0001381775916i	0	0	0	0	0
56	0.09783190071+0.0001500058929i	0	0	0	0	0
54	0.09747632476+0.0001634738502i	0	0	0	0	0
52	0.09709426212+0.0001789311421i	0	0	0	0	0
50	0.09668386604+0.000196836184i	0	0	0	0	0
48	0.09624354981+0.0002178032372i	0	0	0	0	0
46	0.09577231455+0.0002426771039i	0	0	0	0	0
44	0.09527032726+0.0002726568861i	0	0	0	0	0
42	0.09473995511+0.0003095123678i	0	0	0	0	0
40	0.09418766647+0.0003559886198i	0	0	0	0	0
38	0.09362767533+0.0004166290393i	0	0	0	0	0
36	0.09308935974+0.0004995915786i	0	0	0	0	0
34	0.09263279267+0.000619026126i	0	0	0	0	0
